,shop,phone,location
377,로또,02-830-2066,서울 금천구 가산동 481-11 대륭테크노8차미니스톱구로대륭점내
378,로또복권,02-498-9380,서울 광진구 중곡동 244-1번지
379,복권소매,,서울 금천구 독산동 146-10 삼광연립수마트 내 나-101호
380,새시대복권방,02-803-3413,서울 금천구 시흥동 249-11
381,로또복권판매,02-802-5805,서울 금천구 시흥동 880-1 1층
382,로또,02-817-9272,서울 동작구 대방동 91-7번지 5번출구가판점
383,로또,02-306-3065,서울 서대문구 홍제동 91-4번지 1층 가호
384,이대역4번출구앞가판점,02-392-2578,서울 서대문구 대현동 45-21
385,우리은행 앞 가판점,02-313-0504,서울 서대문구 북아현동 135-4번지
386,가로판매점,02-534-0543,서울 서초구 방배동 1549
387,청수마트,02-577-7577,서울 서초구 양재동 329
388,로또복권,02-2297-5393,서울 성동구 응봉동 193-79번지 응봉문구내
389,로또복권판매소,02-2294-4262,서울 성동구 도선동 185-5번지
390,옥수역복권방,02-2298-5000,서울 성동구 옥수동 385-4번지
391,샘물약국,02-464-5173,서울 성동구 성수동1가 714
392,로또하우스,02-2655-1206,서울 양천구 목동 907-10번지 현대파리지앙107호
393,엠복권,02-2696-6843,서울 양천구 신월동 491-8 1층 M마트내
394,1등로또,02-2065-9831,서울 양천구 신정2동 114-10
395,버스카드충전소,02-817-4996,서울 영등포구 신길동 1432번지 가판
396,로또로또,02-2677-8789,서울 영등포구 당산제2동 342
397,로또방,02-2675-5400,서울 영등포구 영등포동 9-13
398,로또대박복권,02-2634-1267,서울 영등포구 양평동4가 64-1번지
399,하이퍼,02-2631-3483,서울 영등포구 당산동4가 32-58
400,현달복권,02-707-2562,서울 용산구 이촌제2동 209-8
401,해피원,02-352-1708,서울 은평구 녹번동 252번지
402,로또복권방,02-358-0620,서울 은평구 대조동 196-7번지
403,복마니복권방,02-357-3115,서울 은평구 역촌동 27-13번지
404,스탐티쉬,02-391-8633,서울 종로구 부암동 258-5번지 1층
405,축복마트,02-437-1813,서울 중랑구 면목동 151-7
406,용꿈복권,,서울 중랑구 망우동 461-6번지 1층
407,일등복권방,02-3421-7100,서울 중랑구 신내동 646번지 금강리빙스텔149호
408,일등나라,,서울 중랑구 중화제1동 283-11
409,로뎀로또,02-493-5120,서울 중랑구 상봉동 261-12번지 1층 K마트내
410,대박복권방,02-558-4262,서울 강남구 역삼동 761-2번지
411,로또복권,000-0000-0000,서울 강남구 삼성동 142-3 B동 107호 선릉24
412,종합가판점,02-385-2225,서울 은평구 대조동 4-1번지
413,가판,02-382-5921,서울 은평구 불광동 267-1번지
414,복권가판대,02-372-4396,서울 은평구 수색동 368-1
415,가판점,02-3491-5228,서울 도봉구 도봉동 616-19번지
416,남영동로또,02-701-0441,서울 용산구 갈월동 90-16번지
417,행운가판점,02-792-4220,서울 용산구 한강로2가 222-5
418,가로판매점,02-797-3329,서울 용산구 한강로2가 174-4번지 신용산역 1번출구앞 가판
419,가로판매점,02-704-4967,서울 용산구 원효로2가 72번지
420,신문가판점,02-796-3001,서울 용산구 갈월동 98-39번지
421,이촌가판점,02-749-5636,서울 용산구 이촌제1동 409번지
422,가로판매점,02-717-5523,서울 용산구 원효로2가 94-2번지
423,도로가판집,02-796-0326,서울 용산구 한강로3가 40-592번지
424,홈플러스앞가로판매점,02-2642-2477,서울 양천구 목동 657-21
425,복권세상,02-2644-7598,서울 양천구 신월동 535-4번지
426,까치복권방,02-2698-1677,서울 양천구 신월동 23-17 1층 (신월동)
427,만복가판,02-2695-9981,서울 강서구 화곡동 109-45 화곡시장입구 가판
428,토큰박스,02-957-1538,서울 동대문구 이문동 329-1 외대앞 버스정류장
429,로또판매점,02-963-3288,서울 동대문구 청량리동 741
430,버스카드충전소,02-563-9955,서울 강남구 삼성동 170-9 삼성동 덕명빌딩 앞
431,교통카드충전소,02-508-2680,서울 강남구 역삼동 765-9번지
432,서교동가판점,02-337-5065,서울 마포구 서교동 374-18번지
433,로또토토복권,02-336-5457,서울 마포구 동교동 174-16
434,로또복권판매소,02-702-7008,서울 마포구 도화동 37번지 진도빌딩앞
435,아현역3번출구앞가판점,02-392-9580,서울 마포구 아현동 267-1 아현역3번출구앞
436,가판점,02-362-4848,서울 서대문구 영천동 280번지
437,가로판매점,02-324-0715,"서울 서대문구 신촌동 510-5 창천돋, 동교동로터리"
438,우미6호가판점,02-3147-1283,서울 서대문구 충정로3가 190-21
439,가판점,02-364-4065,서울 서대문구 대현동 101-25번지
440,가로판매점18호,02-312-5834,서울 서대문구 대현동 27-20 주소앞 가판대 이전건
441,토로또가판점,02-823-8621,서울 동작구 노량진동 148-8 가판
442,토큰박스,02-825-4555,서울 동작구 흑석동 102-25 가판점
443,Q마트,02-822-5008,서울 동작구 노량진동 236-13
444,GS25(대치학여울점),02-555-8232,서울 강남구 대치2동 994-12번지 1층 101호 GS25대치학여울점
445,LOTTO복권,02-541-2852,서울 강남구 삼성동 112 1층 위드미편의점
446,새날,02-579-8409,서울 강남구 도곡동 425-3
447,로또,02-3468-4222,서울 강남구 대치동 889-13번지 CU대치금강점
448,대성복권,02-445-6979,서울 강남구 세곡동 164-10 164-10
449,대박,02-540-3631,서울 강남구 신사동 528-4번지 화인빌딩1층훼미리마트
450,논현보람점,02-511-1431,서울 강남구 논현동 86-4 1층 미니스탑
451,이수복권방,02-594-0738,서울 동작구 사당동 145-11
452,가판점,02-812-2906,서울 동작구 상도동 32-10 가판
453,가판점,02-489-5252,서울 강동구 천호동 449-49 앞 가판점
454,토큰판매소,02-3426-9472,서울 강동구 명일동 312-86번지
455,가판점,02-489-2748,서울 강동구 둔촌동 170-1 둔촌역 1번 출구 가판
456,행운마트,02-476-9497,서울 강동구 천호동 100-3번지
457,대박가판장,02-427-7875,서울 강동구 명일동 312-92번지
458,가로판매점,02-487-5911,서울 강동구 길동 458-5번지
459,교통카드판매대,02-426-6160,서울 강동구 고덕동 210-1번지 구서울승합종점앞
460,돼지복권,02-6407-0998,서울 강동구 천호동 315번지 101호
461,베네시티앞가판,02-473-1128,서울 강동구 천호동 425-5번지 대우베네시티cafe7gram앞
462,버스카드충전소,02-886-8988,서울 관악구 봉천동 883-15
463,가로판매점,02-588-6999,서울 관악구 남현동 1060-11
464,교통카드판매대,02-875-4764,서울 관악구 신림동 240-4
465,로또 명당 가판점,02-858-5793,서울 금천구 독산동 876-2 가판
466,버스카드판매대,02-888-9905,서울 관악구 신림동 1513-2
467,사당,02-525-7630,서울 관악구 남현동 1061-59
468,가로가판대,02-839-2740,서울 관악구 신림동 1643-6
469,가로판매점,02-3281-4127,서울 금천구 독산동 967-19번지 가판
470,예술인마을버스판매소,02-588-6605,서울 관악구 남현동 1057-22
471,가로판매점,02-895-0353,서울 금천구 시흥1동 993-2번지
472,88수퍼,02-851-8837,서울 금천구 가산동 145-23
473,교통카드충전소,02-855-4842,서울 금천구 독산동 1012
474,보라매가판점,02-883-6401,서울 관악구 봉천동 702-34
475,신림마트,02-872-9026,서울 관악구 신림동 1639-1
476,74호종합가판,02-2268-7938,서울 종로구 관수동 149-2 가판
477,행운로또,02-2272-7470,서울 종로구 종로5가 490번지 1층5호
478,가로매점,02-469-2542,서울 광진구 군자동 361-28번지
479,가판,02-458-9881,서울 광진구 중곡동 124-11번지
480,백악관앞가판,02-2201-3961,서울 광진구 중곡동 115-4번지
481,군자로또점,02-469-6928,서울 광진구 군자동 477-18번지
482,아차산역가로판매점,02-456-6324,서울 광진구 구의동 53-4번지
483,자양사거리가로매점,02-458-6317,서울 광진구 자양동 219-2번지
484,토큰판매소,02-472-5738,서울 송파구 풍납동 480번지
485,토큰판매복권담배,02-409-9936,서울 송파구 가락동 164-20
486,치즈마트,02-431-7153,서울 송파구 가락동 600 가락몰 2관 1층 2-1호
487,잠실나루역2번출구,02-3432-9789,서울 송파구 신천동 17-2번지 잠실나루역 2번출구
488,복권명당,02-981-0019,서울 강북구 수유동 57-80번지
489,슈퍼전자,02-985-9943,서울 강북구 삼각산동 688-5번지 삼양빌딩1층14호
490,노다지훼밀리,02-489-4858,서울 강동구 천호동 393-7번지
491,천하명당 미아점,02-986-0318,서울 강북구 송천동 707-25 1층
492,강호상사,02-999-2808,서울 강북구 수유동 182-34
493,복권천하,02-985-0525,서울 강북구 미아동 54-248번지
494,강호닭,02-2601-8080,서울 강서구 가양제1동 796-5 1층 108호
495,잉크와복권,02-2695-8825,서울 강서구 화곡동 354-88번지
496,노다지방,02-2607-2193,서울 강서구 화곡동 898-1번지 화곡심포니타운105
497,까치복권방,02-2699-6014,서울 강서구 화곡동 368-32
498,호미복권방,02-871-6723,서울 관악구 봉천동 1638-6
499,천하명당관악점,02-871-3349,서울 관악구 보라매동 698-32
500,행운나라,02-879-2513,서울 관악구 신림동 808-221
501,한마음,02-878-7744,서울 관악구 봉천동 32-2 봉천중앙시장라열4호
502,1등복권방,02-878-8008,서울 관악구 신림동 465-26
503,엘도라도복권점문점,02-455-0128,서울 광진구 중곡동 124-65번지
504,복권나라,02-461-6326,서울 광진구 화양동 47-43번지
505,프로또마트,02-2619-1564,서울 구로구 고척제2동 265-7번지 1층4호
506,서하네,02-2685-1135,서울 구로구 개봉동 407-15번지
507,광장하이퍼,02-2684-0640,서울 구로구 구로동 1258번지 중앙유통단지C-05
508,스포츠토토,02-839-5174,서울 구로구 구로동 1123-3 103호
509,성원,02-838-3991,서울 구로구 구로동 730-4번지 외1필지1층
510,다모아복권,02-2625-1155,서울 구로구 구로제3동 1127-22 102호
511,동우정보통신,02-939-6955,서울 노원구 상계동 111-561 1층
512,복권명당,02-972-9846,서울 노원구 공릉동 567-5번지
513,복권방 담배,02-956-6217,서울 도봉구 방학동 661-26번지
514,천하명당복권방,02-2214-3221,서울 동대문구 답십리동 99-22번지
515,행운복권방,02-968-1717,서울 동대문구 답십리동 490-98번지
516,노다지,02-2248-3728,서울 동대문구 답십리동 12-18번지
517,천하명당,02-537-5699,서울 동작구 사당동 79-44
518,복권나라,02-814-6824,서울 동작구 상도제2동 368-14 1층 101호
519,용꿈돼지꿈,02-716-9033,서울 마포구 공덕동 255-23번지
520,태양비디오,02-2236-2646,서울 중구 신당동 355-8 건물내 CU 편의점
521,샌드빈(SANDBEAN),02-2277-8956,서울 중구 장충동2가 9-2번지
522,꿈이현실로,02-2285-6324,서울 중구 주교동 135-1번지
523,우리마트,02-2268-5053,서울 중구 충무로4가 62-9번지
524,샛별복권방,02-2236-3987,서울 중구 신당동 349-57 1층
525,로또복권,,서울 종로구 예지동 296-12번지
526,스태프,02-736-8235,서울 종로구 안국동 139-1번지 동신빌딩1층102호
527,킹부대찌개 테이크아웃 신설동점,070-8883-9646,서울 종로구 숭인동 759
528,해피데이,02-6348-2900,서울 구로구 구로동 612-9 1층
529,GS25궁동상지점,02-2686-1601,서울 구로구 궁동 208-16번지
530,애니콜플라자,02-858-0701,서울 구로구 구로동 136-40번지
531,탑공인중개사,02-2683-4131,서울 구로구 개봉제2동 403-53번지
532,투데이,02-923-5450,서울 동대문구 용두동 118-81 1층
533,돈우리,02-2249-5228,서울 동대문구 답십리동 902번지
534,보성정보통신,02-2217-1016,서울 동대문구 장안동 464-6번지
535,행운을드립니다,02-2212-0170,서울 동대문구 장안동 312-1번지
536,필동반점,02-2272-2782,서울 중구 필동2가 74-3번지
537,문구뱅크,02-352-1396,서울 은평구 역촌동 16-2 문구뱅크
538,지원물산,02-978-5479,서울 노원구 공릉동 644-12번지
539,기린통신,02-932-2859,서울 노원구 중계동 157-26 101호 보고프라자
540,한양복권,02-2213-6822,서울 성동구 용답동 44-4번지
541,금호복권방,02-2233-0477,서울 성동구 금호동2가 479번지
542,명당복권,02-2676-5378,서울 영등포구 영등포동5가 6-8번지
543,몽곡사,02-2634-2281,서울 영등포구 영등포동2가 94-23번지 조광빌딩105호
544,신나라,02-2679-8440,서울 영등포구 문래동3가 77-44번지
545,에이원텔레콤,02-534-6016,서울 서초구 방배동 813-7번지 보배빌딩1층
546,레몬비 방배역점,02-525-4412,서울 서초구 방배동 981-15 지하층 204-2호
547,학창&배팅샵,02-583-8189,서울 서초구 방배동 897-1번지 104호
548,우주문화사,02-599-5755,서울 서초구 방배동 750-11번지
549,알파문구반포점,02-3476-3301,서울 서초구 반포동 95-5
550,뮤직마트,02-574-3345,서울 서초구 양재동 13-8번지
551,드림스튜디오,02-358-7011,서울 은평구 갈현동 468-3번지 1층
552,패기통신,02-990-1007,서울 도봉구 창동 16번지 제일빌딩1층110호
553,헬로마트,02-954-7118,서울 도봉구 도봉동 89-148번지
554,복권랜드,02-3492-2010,서울 도봉구 방학제1동 656-9 1층 101호
555,노다지복권방,02-954-8869,서울 도봉구 도봉동 623-1번지
556,복권마을,02-778-6535,서울 용산구 동자동 4번지
557,9스토아,02-793-1665,서울 용산구 이태원제1동 130-43
558,바로정보,02-2652-1016,서울 양천구 목동 603-8번지
559,신수복권방,02-717-6261,서울 마포구 연남동 565-15
560,스포츠베팅샵,02-3462-9011,서울 서초구 양재동 373 104호
561,상신복권방,02-2295-5200,서울 성동구 홍익동 123번지
562,복조리복권방,02-467-3586,서울 성동구 송정동 66-31번지
563,복돼지복권방,02-497-5412,서울 성동구 성수동2가 289-205번지
564,천하명당복권방동소문점,02-922-5161,서울 성북구 동소문동7가 115-3
565,복권전문점,02-912-4788,서울 성북구 장위동 66-289번지
566,Proto샵종암점,02-927-7880,서울 성북구 종암동 68-1 큰 길쪽 복권방
567,미래상사,02-404-4313,서울 송파구 거여동 32-2번지 104호
568,유성복권,02-403-0646,서울 송파구 가락동 18-15번지 1층
569,노다지복권방,02-403-8868,서울 송파구 가락동 73-4번지 1층
570,복드림,02-2678-3159,서울 영등포구 양평동4가 100번지
571,행운예감,02-843-7776,서울 영등포구 신길제7동 696번지
