,shop,phone,location,1st,2nd
326,천하명당로또,02-308-6946,서울 은평구 증산동 185-25번지 1층,1.0,5.0
327,위드미로또판매점,02-563-5552,서울 강남구 대치동 898-4,1.0,5.0
328,포이로또방,02-572-1044,서울 강남구 개포동 1218-24 1층,,3.0
329,미아역점복권방,,서울 강북구 미아동 121-39 1층,1.0,3.0
330,로또대박복권,02-980-9807,서울 강북구 수유동 95-7번지 수유이테크밸리1층,,4.0
331,로또복권판매,02-994-3036,서울 강북구 수유동 173-14번지 가판,1.0,3.0
332,공항로또,02-2664-6697,서울 강서구 공항동 28-5번지 7호,2.0,4.0
333,하나로유통,02-2093-1995,서울 강서구 염창동 240-21번지 우림블루나인쎈터상가 세븐일레븐내,,3.0
334,행운의복권방,070-8658-3467,서울 관악구 봉천동 899-20,1.0,2.0
335,로또편의점,02-862-7908,서울 구로구 구로제5동 536-46 지1층,1.0,3.0
336,대박로또,02-855-0168,서울 구로구 구로제4동 771-10,,3.0
337,로또복권방,02-2613-0108,서울 구로구 개봉동 63-4번지,,10.0
338,중구-가로가판대-37,02-773-8798,서울 중구 남대문로3가 30-6번지,3.0,12.0
339,가로판매대제13호,02-319-2065,서울 중구 남창동 169-2번지,1.0,5.0
340,가판14호,02-778-8638,서울 중구 남창동 61-4번지,3.0,9.0
341,신문가판대,02-777-4576,서울 중구 남대문로5가 63-13,,7.0
342,가로판매대,02-319-2731,서울 중구 회현동 202-2번지,,4.0
343,신간판,02-318-8245,서울 중구 무교동 12-1번지,3.0,3.0
344,가로대가판점,02-355-8760,서울 은평구 대조동 6-5번지 롯데리아앞가판,,7.0
345,황금대박점,02-948-7116,서울 노원구 하계동 180-11번지,,11.0
346,가판점,02-973-8951,서울 노원구 중계동 507-3 노원구민회관앞,,5.0
347,신문판매대,02-975-1893,서울 노원구 공릉동 661-1 공릉1동사무소앞,,2.0
348,가판대,02-3491-7610,서울 도봉구 도봉동 30-1,3.0,7.0
349,운수대통가판점,02-2281-7211,서울 성동구 하왕십리동 966-14,3.0,1.0
350,KB행당동지점옆가판,02-2298-4620,서울 성동구 행당동 320-22번지,1.0,4.0
351,가로판매1-4-28,02-2299-0898,서울 성동구 마장동 521-10번지,,4.0
352,신문가판대뚝섬역에스콰이야본사앞,02-497-9911,서울 성동구 성수동1가 656-297번지,,5.0
353,토큰판매소,02-2216-6970,서울 성동구 용답동 128-3번지,,4.0
354,만복당,02-2253-3026,서울 성동구 금호동1가 125-1 신한은행 앞,1.0,1.0
355,토마토,02-2291-1110,서울 성동구 사근동 3-3번지,,2.0
356,우리은행금호동지점앞가판,02-2297-8965,서울 성동구 금호동4가 1109번지,2.0,3.0
357,버스판매소,02-2679-4659,서울 영등포구 영등포동4가 440번지 신세계앞,9.0,25.0
358,버스표판매소,02-2068-9457,서울 영등포구 당산동6가 306-1,,1.0
359,가판점(신문),02-2636-6177,서울 영등포구 당산동6가 331-1번지,8.0,26.0
360,당산로또명당점,02-2634-0995,서울 영등포구 당산동6가 337-19번지,,6.0
361,교통카드판매대,02-786-2480,서울 영등포구 여의도동 25-3,1.0,6.0
362,버스충전소,02-591-7947,서울 서초구 방배동 1763번지 가판,,4.0
363,가판점,02-525-5609,서울 서초구 서초동 1602-2 가판,3.0,3.0
364,버스충전소,02-3476-0469,서울 서초구 잠원동 75-19 반포쇼핑3동정문앞,,9.0
365,가로판매점,02-532-6682,서울 서초구 잠원동 69-3번지 한신4차입구,1.0,5.0
366,오케이상사,02-6282-2312,서울 서초구 반포동 19-3번지 센트럴시티내100호매점,6.0,31.0
367,버스카드충전소,02-596-1411,서울 서초구 잠원동 69-12 6동쇼핑앞,1.0,10.0
368,경영상회,02-3471-2562,서울 서초구 서초동 1329-8번지,,1.0
369,드림로또,,서울 서초구 반포4동 19-4 쇼케이스12호,,8.0
370,로또와 토토,02-593-5338,서울 서초구 방배동 923-6 121호,,1.0
371,복권판매소,02-597-9395,서울 서초구 서초동 1575-3,,3.0
372,행운복권마트,02-581-5673,서울 서초구 방배동 937-22 1층,1.0,8.0
373,경부선 하차장로또방,02-593-1945,서울 서초구 반포4동 19-4 코너1호점 (하차장로또),3.0,3.0
374,교통카드충전,02-532-9471,서울 서초구 서초동 1317-20번지,1.0,6.0
375,교통카드,02-542-9887,서울 서초구 반포동 723-13,1.0,9.0
376,이마트24 편의점,02-532-2029,서울 서초구 반포4동 19-4 본관1층 쇼케이스4호,,7.0
377,종합가판점,02-352-2774,서울 은평구 응암동 124-17번지,,5.0
378,로또,02-830-2066,서울 금천구 가산동 481-11 대륭테크노8차미니스톱구로대륭점내,,2.0
379,로또복권,02-498-9380,서울 광진구 중곡동 244-1번지,2.0,8.0
380,복권소매,,서울 금천구 독산동 146-10 삼광연립수마트 내 나-101호,,6.0
381,새시대복권방,02-803-3413,서울 금천구 시흥동 249-11,2.0,5.0
382,로또복권판매,02-802-5805,서울 금천구 시흥동 880-1 1층,,2.0
383,로또,02-817-9272,서울 동작구 대방동 91-7번지 5번출구가판점,,2.0
384,로또,02-306-3065,서울 서대문구 홍제동 91-4번지 1층 가호,,
385,이대역4번출구앞가판점,02-392-2578,서울 서대문구 대현동 45-21,,1.0
386,우리은행 앞 가판점,02-313-0504,서울 서대문구 북아현동 135-4번지,,1.0
387,가로판매점,02-534-0543,서울 서초구 방배동 1549,1.0,6.0
388,청수마트,02-577-7577,서울 서초구 양재동 329,1.0,3.0
389,로또복권,02-2297-5393,서울 성동구 응봉동 193-79번지 응봉문구내,,2.0
390,로또복권판매소,02-2294-4262,서울 성동구 도선동 185-5번지,,1.0
391,옥수역복권방,02-2298-5000,서울 성동구 옥수동 385-4번지,,7.0
392,샘물약국,02-464-5173,서울 성동구 성수동1가 714,,
393,로또하우스,02-2655-1206,서울 양천구 목동 907-10번지 현대파리지앙107호,2.0,5.0
394,엠복권,02-2696-6843,서울 양천구 신월동 491-8 1층 M마트내,,2.0
395,1등로또,02-2065-9831,서울 양천구 신정2동 114-10,,1.0
396,버스카드충전소,02-817-4996,서울 영등포구 신길동 1432번지 가판,,5.0
397,로또로또,02-2677-8789,서울 영등포구 당산제2동 342,2.0,8.0
398,로또방,02-2675-5400,서울 영등포구 영등포동 9-13,1.0,9.0
399,로또대박복권,02-2634-1267,서울 영등포구 양평동4가 64-1번지,,2.0
400,하이퍼,02-2631-3483,서울 영등포구 당산동4가 32-58,2.0,3.0
401,현달복권,02-707-2562,서울 용산구 이촌제2동 209-8,,1.0
402,해피원,02-352-1708,서울 은평구 녹번동 252번지,,4.0
403,로또복권방,02-358-0620,서울 은평구 대조동 196-7번지,,1.0
404,복마니복권방,02-357-3115,서울 은평구 역촌동 27-13번지,,1.0
405,스탐티쉬,02-391-8633,서울 종로구 부암동 258-5번지 1층,,
406,축복마트,02-437-1813,서울 중랑구 면목동 151-7,,4.0
407,용꿈복권,,서울 중랑구 망우동 461-6번지 1층,,2.0
408,일등복권방,02-3421-7100,서울 중랑구 신내동 646번지 금강리빙스텔149호,,3.0
409,일등나라,,서울 중랑구 중화제1동 283-11,,1.0
410,로뎀로또,02-493-5120,서울 중랑구 상봉동 261-12번지 1층 K마트내,,1.0
411,대박복권방,02-558-4262,서울 강남구 역삼동 761-2번지,1.0,1.0
412,로또복권,000-0000-0000,서울 강남구 삼성동 142-3 B동 107호 선릉24,,8.0
413,종합가판점,02-385-2225,서울 은평구 대조동 4-1번지,,5.0
414,가판,02-382-5921,서울 은평구 불광동 267-1번지,,5.0
415,복권가판대,02-372-4396,서울 은평구 수색동 368-1,2.0,5.0
416,가판점,02-3491-5228,서울 도봉구 도봉동 616-19번지,,2.0
417,남영동로또,02-701-0441,서울 용산구 갈월동 90-16번지,,2.0
418,행운가판점,02-792-4220,서울 용산구 한강로2가 222-5,1.0,3.0
419,가로판매점,02-797-3329,서울 용산구 한강로2가 174-4번지 신용산역 1번출구앞 가판,,1.0
420,가로판매점,02-704-4967,서울 용산구 원효로2가 72번지,,1.0
421,신문가판점,02-796-3001,서울 용산구 갈월동 98-39번지,2.0,7.0
422,이촌가판점,02-749-5636,서울 용산구 이촌제1동 409번지,,2.0
423,가로판매점,02-717-5523,서울 용산구 원효로2가 94-2번지,1.0,16.0
424,도로가판집,02-796-0326,서울 용산구 한강로3가 40-592번지,1.0,3.0
425,홈플러스앞가로판매점,02-2642-2477,서울 양천구 목동 657-21,,2.0
426,복권세상,02-2644-7598,서울 양천구 신월동 535-4번지,2.0,10.0
427,까치복권방,02-2698-1677,서울 양천구 신월동 23-17 1층 (신월동),,6.0
428,만복가판,02-2695-9981,서울 강서구 화곡동 109-45 화곡시장입구 가판,,3.0
429,토큰박스,02-957-1538,서울 동대문구 이문동 329-1 외대앞 버스정류장,,1.0
430,로또판매점,02-963-3288,서울 동대문구 청량리동 741,,2.0
431,버스카드충전소,02-563-9955,서울 강남구 삼성동 170-9 삼성동 덕명빌딩 앞,,5.0
432,교통카드충전소,02-508-2680,서울 강남구 역삼동 765-9번지,,3.0
433,서교동가판점,02-337-5065,서울 마포구 서교동 374-18번지,1.0,4.0
434,로또토토복권,02-336-5457,서울 마포구 동교동 174-16,,3.0
435,로또복권판매소,02-702-7008,서울 마포구 도화동 37번지 진도빌딩앞,2.0,8.0
436,아현역3번출구앞가판점,02-392-9580,서울 마포구 아현동 267-1 아현역3번출구앞,2.0,6.0
437,가판점,02-362-4848,서울 서대문구 영천동 280번지,1.0,4.0
438,가로판매점,02-324-0715,"서울 서대문구 신촌동 510-5 창천돋, 동교동로터리",,1.0
439,우미6호가판점,02-3147-1283,서울 서대문구 충정로3가 190-21,1.0,
440,가판점,02-364-4065,서울 서대문구 대현동 101-25번지,,3.0
441,가로판매점18호,02-312-5834,서울 서대문구 대현동 27-20 주소앞 가판대 이전건,,4.0
442,토로또가판점,02-823-8621,서울 동작구 노량진동 148-8 가판,,2.0
443,토큰박스,02-825-4555,서울 동작구 흑석동 102-25 가판점,,4.0
444,Q마트,02-822-5008,서울 동작구 노량진동 236-13,,2.0
445,GS25(대치학여울점),02-555-8232,서울 강남구 대치2동 994-12번지 1층 101호 GS25대치학여울점,,1.0
446,LOTTO복권,02-541-2852,서울 강남구 삼성동 112 1층 위드미편의점,,1.0
447,새날,02-579-8409,서울 강남구 도곡동 425-3,,4.0
448,로또,02-3468-4222,서울 강남구 대치동 889-13번지 CU대치금강점,,4.0
449,대성복권,02-445-6979,서울 강남구 세곡동 164-10 164-10,,8.0
450,대박,02-540-3631,서울 강남구 신사동 528-4번지 화인빌딩1층훼미리마트,3.0,2.0
451,논현보람점,02-511-1431,서울 강남구 논현동 86-4 1층 미니스탑,,
452,이수복권방,02-594-0738,서울 동작구 사당동 145-11,1.0,1.0
453,가판점,02-812-2906,서울 동작구 상도동 32-10 가판,,2.0
454,가판점,02-489-5252,서울 강동구 천호동 449-49 앞 가판점,,16.0
455,토큰판매소,02-3426-9472,서울 강동구 명일동 312-86번지,,2.0
456,가판점,02-489-2748,서울 강동구 둔촌동 170-1 둔촌역 1번 출구 가판,,1.0
457,행운마트,02-476-9497,서울 강동구 천호동 100-3번지,1.0,
458,대박가판장,02-427-7875,서울 강동구 명일동 312-92번지,1.0,2.0
459,가로판매점,02-487-5911,서울 강동구 길동 458-5번지,1.0,5.0
460,교통카드판매대,02-426-6160,서울 강동구 고덕동 210-1번지 구서울승합종점앞,4.0,4.0
461,돼지복권,02-6407-0998,서울 강동구 천호동 315번지 101호,,5.0
462,베네시티앞가판,02-473-1128,서울 강동구 천호동 425-5번지 대우베네시티cafe7gram앞,1.0,8.0
463,버스카드충전소,02-886-8988,서울 관악구 봉천동 883-15,,1.0
464,가로판매점,02-588-6999,서울 관악구 남현동 1060-11,1.0,10.0
465,교통카드판매대,02-875-4764,서울 관악구 신림동 240-4,1.0,4.0
466,로또 명당 가판점,02-858-5793,서울 금천구 독산동 876-2 가판,2.0,9.0
467,버스카드판매대,02-888-9905,서울 관악구 신림동 1513-2,3.0,8.0
468,사당,02-525-7630,서울 관악구 남현동 1061-59,,7.0
469,가로가판대,02-839-2740,서울 관악구 신림동 1643-6,3.0,8.0
470,가로판매점,02-3281-4127,서울 금천구 독산동 967-19번지 가판,1.0,4.0
471,예술인마을버스판매소,02-588-6605,서울 관악구 남현동 1057-22,,6.0
472,가로판매점,02-895-0353,서울 금천구 시흥1동 993-2번지,1.0,4.0
473,88수퍼,02-851-8837,서울 금천구 가산동 145-23,,6.0
474,교통카드충전소,02-855-4842,서울 금천구 독산동 1012,1.0,9.0
475,보라매가판점,02-883-6401,서울 관악구 봉천동 702-34,,3.0
476,신림마트,02-872-9026,서울 관악구 신림동 1639-1,,16.0
477,74호종합가판,02-2268-7938,서울 종로구 관수동 149-2 가판,,2.0
478,행운로또,02-2272-7470,서울 종로구 종로5가 490번지 1층5호,,2.0
479,가로매점,02-469-2542,서울 광진구 군자동 361-28번지,,2.0
480,가판,02-458-9881,서울 광진구 중곡동 124-11번지,,6.0
481,백악관앞가판,02-2201-3961,서울 광진구 중곡동 115-4번지,,5.0
482,군자로또점,02-469-6928,서울 광진구 군자동 477-18번지,1.0,
483,아차산역가로판매점,02-456-6324,서울 광진구 구의동 53-4번지,,2.0
484,자양사거리가로매점,02-458-6317,서울 광진구 자양동 219-2번지,1.0,14.0
485,토큰판매소,02-472-5738,서울 송파구 풍납동 480번지,6.0,34.0
486,토큰판매복권담배,02-409-9936,서울 송파구 가락동 164-20,1.0,2.0
487,치즈마트,02-431-7153,서울 송파구 가락동 600 가락몰 2관 1층 2-1호,1.0,4.0
488,잠실나루역2번출구,02-3432-9789,서울 송파구 신천동 17-2번지 잠실나루역 2번출구,1.0,12.0
489,복권명당,02-981-0019,서울 강북구 수유동 57-80번지,,6.0
490,슈퍼전자,02-985-9943,서울 강북구 삼각산동 688-5번지 삼양빌딩1층14호,1.0,2.0
491,노다지훼밀리,02-489-4858,서울 강동구 천호동 393-7번지,2.0,1.0
492,천하명당 미아점,02-986-0318,서울 강북구 송천동 707-25 1층,1.0,4.0
493,강호상사,02-999-2808,서울 강북구 수유동 182-34,,4.0
494,복권천하,02-985-0525,서울 강북구 미아동 54-248번지,1.0,5.0
495,강호닭,02-2601-8080,서울 강서구 가양제1동 796-5 1층 108호,,4.0
496,잉크와복권,02-2695-8825,서울 강서구 화곡동 354-88번지,2.0,1.0
497,노다지방,02-2607-2193,서울 강서구 화곡동 898-1번지 화곡심포니타운105,,6.0
498,까치복권방,02-2699-6014,서울 강서구 화곡동 368-32,,4.0
499,호미복권방,02-871-6723,서울 관악구 봉천동 1638-6,1.0,2.0
500,천하명당관악점,02-871-3349,서울 관악구 보라매동 698-32,1.0,3.0
501,행운나라,02-879-2513,서울 관악구 신림동 808-221,,3.0
502,한마음,02-878-7744,서울 관악구 봉천동 32-2 봉천중앙시장라열4호,4.0,6.0
503,1등복권방,02-878-8008,서울 관악구 신림동 465-26,1.0,3.0
504,엘도라도복권점문점,02-455-0128,서울 광진구 중곡동 124-65번지,3.0,6.0
505,복권나라,02-461-6326,서울 광진구 화양동 47-43번지,,3.0
506,프로또마트,02-2619-1564,서울 구로구 고척제2동 265-7번지 1층4호,,5.0
507,서하네,02-2685-1135,서울 구로구 개봉동 407-15번지,1.0,11.0
508,광장하이퍼,02-2684-0640,서울 구로구 구로동 1258번지 중앙유통단지C-05,,1.0
509,스포츠토토,02-839-5174,서울 구로구 구로동 1123-3 103호,,4.0
510,성원,02-838-3991,서울 구로구 구로동 730-4번지 외1필지1층,,3.0
511,다모아복권,02-2625-1155,서울 구로구 구로제3동 1127-22 102호,,4.0
512,동우정보통신,02-939-6955,서울 노원구 상계동 111-561 1층,,1.0
513,복권명당,02-972-9846,서울 노원구 공릉동 567-5번지,,4.0
514,복권방 담배,02-956-6217,서울 도봉구 방학동 661-26번지,1.0,5.0
515,천하명당복권방,02-2214-3221,서울 동대문구 답십리동 99-22번지,1.0,2.0
516,행운복권방,02-968-1717,서울 동대문구 답십리동 490-98번지,,
517,노다지,02-2248-3728,서울 동대문구 답십리동 12-18번지,,3.0
518,천하명당,02-537-5699,서울 동작구 사당동 79-44,,3.0
519,복권나라,02-814-6824,서울 동작구 상도제2동 368-14 1층 101호,1.0,7.0
520,용꿈돼지꿈,02-716-9033,서울 마포구 공덕동 255-23번지,1.0,5.0
521,태양비디오,02-2236-2646,서울 중구 신당동 355-8 건물내 CU 편의점,,2.0
522,샌드빈(SANDBEAN),02-2277-8956,서울 중구 장충동2가 9-2번지,,4.0
523,꿈이현실로,02-2285-6324,서울 중구 주교동 135-1번지,1.0,4.0
524,우리마트,02-2268-5053,서울 중구 충무로4가 62-9번지,,2.0
525,샛별복권방,02-2236-3987,서울 중구 신당동 349-57 1층,2.0,4.0
526,로또복권,,서울 종로구 예지동 296-12번지,1.0,6.0
527,스태프,02-736-8235,서울 종로구 안국동 139-1번지 동신빌딩1층102호,,2.0
528,킹부대찌개 테이크아웃 신설동점,070-8883-9646,서울 종로구 숭인동 759,1.0,6.0
529,해피데이,02-6348-2900,서울 구로구 구로동 612-9 1층,1.0,4.0
530,GS25궁동상지점,02-2686-1601,서울 구로구 궁동 208-16번지,1.0,4.0
